source_language,target_language,source_text,target_text
Kidawida,Swahili,Kufuma kuko mtini kwadanikalia.,Tangu uwe mdogo huwa unanidangaya.
Kidawida,Swahili,Kodi ra Kenya raw'uya sa gongolo ilemere maongenyi.,Kodi za Kenya zimekuwa kama nyundo nzito mabegani.
Kidawida,Swahili,Nichagha mwandunyi,Nitakuja mkutanoni
Kidawida,Swahili,Lukundo ni hisia ipoiye saana,Upendo ni hisia nzuri saana
Kidawida,Swahili,Nedeenda kula na malagho ghapo ghikazama.,Niliienda mbali na mambo yangu yakaharibika
Kidawida,Swahili,Vana va nguku vasholwa ni kipanga.,Vifaranga wameliwa na mwewe
Kidawida,Swahili,wisawemanya,wasiojua
Kidawida,Swahili,Waweenda mboa mboa,Anatembea polepole
Kidawida,Swahili,Mbewa echa niyo ikoragha muzi.,Panya wa kuja ndo huharibu mji.
Kidawida,Swahili,"Chaw'uchenyi, niaghala mzedu","Asanteni, naenda  kwetu"
Kidawida,Swahili,Niw'esere naw'eenda choronyi.,Nisubiri naenda chooni
Kidawida,Swahili,Naweja gha loli ghieka.,Ambayo ninayoyasema ni ukweli tu.
Kidawida,Swahili,Lumalwakenyi nokumoni kudekagha,Wewe ndo utapika chakula cha usiku
Kidawida,Swahili,Owadwa ni polisi,Alishikwa na polisi
Kidawida,Swahili,Miaka milazi yaida vua isenyee,Miaka mingi mepita bila mvua kunyesha
Kidawida,Swahili,Waduka machi chongo,Amebeba maji kichwani
Kidawida,Swahili,Kwaichi kushoma?,Unajua kusoma?
Kidawida,Swahili,Na si w'ei kulemwa kuw'ika malagho ghako gha mana nicha,na sio kutoweka vipaumbele vyako kwa utaratibu.
Kidawida,Swahili,Ukakunua ofwanwa ,Akinyoa anapendeza
Kidawida,Swahili,M'kambona mwai ulow'olwagha m'bore kwa kuboilwa.,Mkimuona msichana anayeolewa muimbe kwa furaha.
Kidawida,Swahili,Naw'elola mnyaro ghoenda masanga gha noko.,Natafuta njia ya kwenda nchi za nje
Kidawida,Swahili,Osimama nanyuma yedu,Alisimama nyuma yetu
Kidawida,Swahili,Kwaseya kidombo na ini,Umekaa chini nami
Kidawida,Swahili,Waw'urie chanoko kimonu.,Ameruidi huko ng'ambo.
Kidawida,Swahili,Mka wa w'andu mundu wake odua mtesia lakini wafwa.,Mama wa wenyewe mume wake alikuwa anamdaidia sasa amefariki
Kidawida,Swahili,Kufuma Mombasa mpaka Nairobi ni kula,Kutoka Mombasa hadi Nairobi ni mbali
Kidawida,Swahili,Wana w'eimwa vindo matuku adadu vikaghala kwaw'o.,Watoto walinyimwa chakula siku tatu wakaenda kwao
Kidawida,Swahili,Choki refuma mdinyi rose.,Nyuki walitoka mtini wote
Kidawida,Swahili,Vuda ghwa mawanu.,Vita vya mishale
Kidawida,Swahili,Nadungwa ni mwinjwa,Nimedungwa na mwiba
Kidawida,Swahili,Dauza daendagha hata Mombasa daendagha hata wundanyi anya mzedu pia dadazungushirana  diweni kwa diweni.,"Kwa kuuza mazao sisi huenda Wundanyi, Mombasa na hata pia tunauzia wakazi wa papa hapa."
Kidawida,Swahili,Waleghie skulu tanu uendabonyaki Mwambasa.,Alikataa shule sasa atafanya nini Mombasa.
Kidawida,Swahili,Oka na iriso pacha,Amejawa na uvivu
Kidawida,Swahili,Wajha Hotelinyi,Amekula hotelini
Kidawida,Swahili,Kukora maka kwaw'ianona isanga.,Kuchoma makaa kunaharibu nchi.
Kidawida,Swahili,Naw'akuw'esera dije vindo va modo.,Nakungoja tule chakula cha moto
Kidawida,Swahili,Diwonane kiramka kawi,Tuonane Jumanne
Kidawida,Swahili,W'uli ghwachua ngungunyi.,Kitanda kimejaa kunguni
Kidawida,Swahili,Naendawa mngulu,Naenda kupanda maharagwe
Kidawida,Swahili,Seya kidombo,Kaa chini
Kidawida,Swahili,Tanzania ni mbaa kuchumba Kenya.,Tanzania ni kubwa kuliko Kenya
Kidawida,Swahili,Mlungu wadijalia lukundo na sere.,Mungu ametujaalia upendo na amani.
Kidawida,Swahili,Kwakufundisha kii linu?,Umejifunza nini leo?
Kidawida,Swahili,Mkundwa wapo,Mpendwa wangu
Kidawida,Swahili,W'anake naw'o w'ori w'endalima mbuw'enyi.,Watoto pia huenda shambani kulima
Kidawida,Swahili,"W'ele, aho kuzoenyi w'adaw'ida w'erefumieghe hao?","Je, hapo mwanzoni watatita walitoka wapi?"
Kidawida,Swahili,Odebongorua igare ja w'andu,Aliharibu gari la watu
Kidawida,Swahili,Choka yadawadwa idiwo.,Nyoka hukamata mawindo.
Kidawida,Swahili,Dafuma modenyi kudaya machi,Tumetoka mtoni kuchota maji
Kidawida,Swahili,Oenda na ndoughorie.,Alienda na hajasema.
Kidawida,Swahili,Kila mndu oko na ngasu yape.,Kila mtu ana siri.
Kidawida,Swahili,Maghu gheka na vizozo enda kukueleshe mferejinyi.,Miguu ina matope nenda ukanawe kwa mfereji.
Kidawida,Swahili,Igari jepoiswa ni fundi,Gari ilitengenezwa na fundi
Kidawida,Swahili,Iembe jewoa,Embe limeoza
Kidawida,Swahili,Wauza Nguw'o,Aliuza nguo
Kidawida,Swahili,Warucha pagha riseng'ane,Ametoa damu nyingi
Kidawida,Swahili,Uja mwanawaka oja magome ghapo.,Yule mwanamke amekula pesa zangu.
Kidawida,Swahili,Mwai wa harusi wavika.,Bibi harusi amefika
Kidawida,Swahili,Karibu nyumbenyi,Karibu nyumbani.
Kidawida,Swahili,Isanga jielie ni ijukumu jakila umweri wodu.,Mazingira safi ni jukumu la kila mmoja wetu.
Kidawida,Swahili,Wawebora nicha,Anaimba vizuri
Kidawida,Swahili,Ukapata magome wadaghitumia kisaya,Akipata pesa yeye huzitumia vibaya
Kidawida,Swahili,Wazazi wadaboilwa ni kushoma vitabu.,Wazazi wanapenda kusoma vitabu.
Kidawida,Swahili,Wawadeda mmbao,Wanamsengenya mwenzao
Kidawida,Swahili,Wandu widima kukufunda kwa kusikira.,Watu wanaweza kujifunza kwa kusikiliza.
Kidawida,Swahili,Nenyo mkaie mkidunga miri na kumanga kwa lukundo.,Nanyi muwe mkipanda mizizi na kusimama kwa upendo.
Kidawida,Swahili,Nekunda kumanya kwafuma hao.,Nataka kujua umetoka wapi
Kidawida,Swahili,Kufuma linu nakuneka nguma ebonya seji kukunde.,Tangu leo nimekupa mamlaka ya kufanya utakacho.
Kidawida,Swahili,Wuhusiano ghwa kuchuku ni ghomuka.,Uhusiano wa familia ni wa kudumu.
Kidawida,Swahili,Samaki ridima kuvulia machi.,Samaki wanaweza kuogelea.
Kidawida,Swahili,"W'ele, kwaoghosha chumba chako nicha?","Je, ulisafisha chumba chako vizuri?"
Kidawida,Swahili,W'uchafu ghwadaniw'asira w'unyanyi ini.,Uchafu hua unanipa kinyaa mimi
Kidawida,Swahili,Nguluma  radima kukaia na rangi righokie.,Samaki wanaweza kuwa na rangi nzuri.
Kidawida,Swahili,kwaw'aw'ona nicha,unaona vizuri
Kidawida,Swahili,Mwana wa Kiw'omi na kiw'aka,Mtoto wa kiume na kike
Kidawida,Swahili,Chakule rapo rawuya ndacha,Kucha zangu zimekua ndefu
Kidawida,Swahili,Ngelo rimu ni nicha kuja matunda,Wakati mwingine ni vizuri kula matunda.
Kidawida,Swahili,Wadeki waichi wundenyi ghwa vindo visingie.,Wapishi wanajua siri za sahani tamu.
Kidawida,Swahili,Waghenyu wa loli wadakutesia kuvikia malengo ghako.,Marafiki wa kweli wanakusaidia kufikia malengo yako.
Kidawida,Swahili,Naweenda ela simanyire ngera niwuyaa,Naenda lakini sijui kama nitarudi
Kidawida,Swahili,  elimu yadazoghora akilina kurughua minyango ya wulalo.,Elimu inakuza akili na kufungua milango ya fursa.
Kidawida,Swahili,Ini nakifunya kwa agho malagho,Mimi nimejitoa kwa hayo mambo
Kidawida,Swahili,Msakekaia na wuchafu ghungi.,Msiwe na uchafu wowote.
Kidawida,Swahili,Obanda shuu,Ni mnono sana
Kidawida,Swahili,Kanyama kudamanya w'uloli,Ukinyamaza utajuwa ukweli
Kidawida,Swahili,kwarwa nguw'o rilemere,Umevalia nguo nzito
Kidawida,Swahili,Wapoilwagha ni kudeda,Anapenda kuongea
Kidawida,Swahili,Choroni chaw'o chechua.,Choo yangu kimejaa
Kidawida,Swahili,Mvuto rake rekua kuu,Suruali zake ni ngumu sana
Kidawida,Swahili,Bahari eka na machi pacha.,Bahari ina maji mengi.
Kidawida,Swahili,Wadungie lumbo lwape lusingie nandighi.,Ametunga wimbo wake mtamu sana.
Kidawida,Swahili,W'andu agha matuku w'awekaia wurumwengu matuku matini.,Watu sikuizi wanakaa duniani siku kidogo
Kidawida,Swahili,Mavuda ghedeka ghasia.,Mafuta yalikuwa yameisha
Kidawida,Swahili,Kuzighana kila mndu.,Kutazama kila mtu.
Kidawida,Swahili,Dilombie isanga,Tuombee nchi
Kidawida,Swahili,Nekubonya seji w'ei nekunda kuendakutesia.,Nilijifanya kuwa ninahitaji kuenda msalani.
Kidawida,Swahili,Mlamu wapo oka na ndasanya,Wifi yangu ako na ugomvi
Kidawida,Swahili,Andu kuzima kwa nyumba ya w'ana w'akiw'a,kwenye makazi mengine ya watoto
Kidawida,Swahili,Lukundo lwa kichuku ni ndighi.,Upendo wa familia ni  nguvu.
Kidawida,Swahili,Ilengo ja maisha ni kufunya na kutesia wazima kufanikilwa.,Kusudi la maisha ni kutoa na kusaidia wengine kufanikiwa.
Kidawida,Swahili,W'ana w'isene ndee angu w'aka w'akiw'a w'idederelwagha nani?,Watoto wasio na baba au wanawake wajane watatetewa na nani?
Kidawida,Swahili,Kwalale hao ikwau kusekoghe chumbenyi,Jana hukua chumbani mwako ulilala wapi?
Kidawida,Swahili,Ondaw'oka kuva w'ana ukaw'oka kukorongwa ni mka uu m'baa.,Alipoanza puzaa watoto alianza kuteswa na mke wa kwanza.
Kidawida,Swahili,Kuboilwa kwadapatika kwa kuwadana na wambedu.,Furaha inapatikana katika kushiriki na wengine.
Kidawida,Swahili,Mwalale mana weni kombo mwanyama huwo.,Mumelala poa akina Kombo mumenyamaza hivyo.
Kidawida,Swahili,Maisha ghadima kukaya na wasi lakini dadima kurisima.,"Maisha yanaweza kuwa na changamoto, lakini tunaweza kuzishinda."
Kidawida,Swahili,Mmaiza m'baa ni Shetani.,Adui mkubwa ni shetani
Kidawida,Swahili,Kuvumilia ni msingi ghwa mafanikio.,Uvumilivu ni msingi wa mafanikio.
Kidawida,Swahili,Shoa mzata kunekerie w'awayo,Chukua mkongojo upatie babu yako
Kidawida,Swahili,Inyo mwadatanya kidamu,Nyini mnahukumu kwa mafikira ya kibinadamu
Kidawida,Swahili,Wulongozi ni fwana ipoiye.,Uongozi ni sifa ya kipekee.
Kidawida,Swahili,Nafunya vilambo putu,Nimetoa viombo kabisaa
Kidawida,Swahili,Mruke ghwachua hata narughudia folololo.,Kuna joto hata ninatokwa na jasho mfululizo.
Kidawida,Swahili,Mbari ya wea wa mbengo ni ya washomi,Kabila la wajaluo ni la wasomi
Kidawida,Swahili,Mavunde gheka mbuw'a ndazi.,Ndizi ziko shamba lote
Kidawida,Swahili,W'ai w'ekunda kulowolwa,Wasichana wanataka kuolewa
Kidawida,Swahili,Choo diende ikanisenyi dilombe.,Njoo twende kanisani tuombe
Kidawida,Swahili,Nafuma skulu itakoni,Nimetoka shule saa hizi tu.
Kidawida,Swahili,Mkulima oenda sokonyi kuzoghora matunda na mbogha rape.,Mkulima alienda sokoni kuuza matunda na mboga zake.
Kidawida,Swahili,Kwaki msumbukiagha marwai?,Mbona mnasumbukia mavazi?
Kidawida,Swahili,Wandu wadapoilwa ni chumbo.,Watu hupenda kusikiliza muziki.
Kidawida,Swahili,Da ni wada?,Ni vipi sasa?
Kidawida,Swahili,Chumbo ra Kidaw'ida raw'iatesia kuzoghora Kidaw'ida,Nyimbo za Kitaita zinasaidia kukuza Kitaita
Kidawida,Swahili,Nibonyagha wada?,Nitafanyaje?
Kidawida,Swahili,Gheko maw'uda mengi gha mbuw'a isangenyi Kenya agha matuku.,Kuna vita vingi vinavyohusu ardhi nchini Kenya leo.
Kidawida,Swahili,Kifumbi chateng'a.,Kiti kimeanguka
Kidawida,Swahili,Naikunde nandighi,Naitaka sana
Kidawida,Swahili,Wabonyere malagho ghaenga ukilola magome.,Alifanya mambo mengi ili kupata pesa.
Kidawida,Swahili, magome ghawetalwa.,Pesa imehesabiwa.
Kidawida,Swahili,Kora modo kudeke,Washa moto upike
Kidawida,Swahili,Taya rarimishwa,Taa zimezimwa
Kidawida,Swahili,Uhu mwana wafulwa ni ndee.,Huyuy mtoto amefiliwa na babake
Kidawida,Swahili,Wavi wadima kukaia na suku.,Wazazi wanaweza kuwa na busara.
Kidawida,Swahili,Chofi yadabwagha w'andu.,Pombe huua watu
Kidawida,Swahili,Ituku niwikabagha wandu,Siku nitawapigawatu
Kidawida,Swahili,Pangusa meza diw'ike vindo,Pangusa meza tuweke chakula
Kidawida,Swahili,Kuwuka pinana ni mlungu wakunda,Kuamka salama ni mapenzi ya Mungu
Kidawida,Swahili,Fuma nirughe idirisha,Ondoka nataka kufunga dirisha
Kidawida,Swahili,Kwaghalie angu bado koko kireti?,Ulienda nyumbani ama bado uko mjini
Kidawida,Swahili,Nighenje,Nipeleke
Kidawida,Swahili,Diendagha mghondinyi kifulanguwo,Tutaenda mlimani Jumamosi
Kidawida,Swahili,Mghenyi wapo wacha na waruna wa waka wikoie shuu,Mgeni wangu amekuja na ndugu zake wakike warembo kweli
Kidawida,Swahili,aghia mbori rako,Pangusa machozi yako
Kidawida,Swahili,Ndenyo waghangwagha ani na wafumagha hao?,Baba yako anaitwa nani na anatokea wapi?
Kidawida,Swahili,Odumilwa magome,Alitumiwa pesa
Kidawida,Swahili,Wasea kidombo,Wameketi chini
Kidawida,Swahili,Daweenda kota mbia,Tunaenda kuchimba kaburi
Kidawida,Swahili,Chia radendia na mazozo ghaka mengi.,Njia zimeteleza na matope yamekuwa mengi
Kidawida,Swahili,Wadawana wikaenda  kireti wadaliwa kidawida.,Wavulana wakienda mjini wanasahau kitaita.
Kidawida,Swahili,Mrighiti wamneka mkongo wughanga.,Daktari alitoa dawa kwa mgonjwa.
Kidawida,Swahili,Bahari eko ndenyi shuu.,Bahari ina kina kirefu.
Kidawida,Swahili,Mazozo ghachua kila andu,Matope yamejaa kila pahali
Kidawida,Swahili,Sarimu kwadacha kunisire ndighi ini,Saa zingine hua unanichokesha
Kidawida,Swahili,Mwengere ghwawerima.,Mwanga unazimika.
Kidawida,Swahili,W'ika mabemba iruwenyi ghiome,Weka mahindi kwa jua zikauke
Kidawida,Swahili,Mlungu wadiumbie kwa kusudi yake.,Mungu ametuumba kwa kusudi maalum.
Kidawida,Swahili,Ja woi.,Wa Voi.
Kidawida,Swahili,Leka nidwaa huwo,Wacha kunichukulia hivyo
Kidawida,Swahili,Ndedinughagha bea ra mumbi na ra maririkanyo gha kisha.,Hatufuati tamaa za mwili na mafikira ovyo.
Kidawida,Swahili,Mfu ghwa  mapemba/mabemba ghwasia,Unga wa mahindi umeisha
Kidawida,Swahili,Machi ghaweida modenyi,Maji yanapita mtoni
Kidawida,Swahili,Mbaa sena shapa.,Kubwa tena pana.
Kidawida,Swahili,Naboilwaa ni kusarigha mpira.,Ninapenda kucheza kandanda.
Kidawida,Swahili,Ini ni mwanafunzi wa malagho gha sayansi,Mimi ni mwanafunzi wa taaluma ya sayansi.
Kidawida,Swahili,Nisighe nisarighe,Niwache nicheze
Kidawida,Swahili,W'epwana Rwanda mwaka ghusirie.,Walikutana Rwanda mwaka uliopita.
Kidawida,Swahili,Kilongozi nio moni kidoi.,Kiongozi ndiye mwizi.
Kidawida,Swahili,Mikonu yako ni mibaa kuchumba yapo.,Mikono yako ni kubwa kuliko yangu.
Kidawida,Swahili,Sikunde vilunganya vako w'uya mzenyu,Sitaki fitina nawe rudi kwenu.
Kidawida,Swahili,Kundana nao ndekune ilagho.,Pendana naye hakuna shida.
Kidawida,Swahili,Ini nasulwa ni mghenyi wapo angu nidemdeda.,Mimi nilichukiwa na rafiki yangu baada ya kumsengenya.
Kidawida,Swahili,"Ngere kokoghe na mafungu, w'asi, and kiw'iw'I kuchibonyere","Bila shaka kulikuwa na mafanikio, changamoto, makosa uliyoyafanya"
Kidawida,Swahili,Msekekaba koshi yapo duu.,Msipige umbwa yangu Bure
Kidawida,Swahili,Nyerinyeri radaghokesha mawingu.,Nyota hupamba anga.
Kidawida,Swahili,W'andu aw'a ndew'itambukilwagha.,Watu hawa hawaelewi.
Kidawida,Swahili,Nawesikira lwaka lwa mburi isakenyi.,Ninasikia mlio wa mbuzi kichakani.
Kidawida,Swahili,Kusekunde kumanya,Usitake kujua
Kidawida,Swahili,Wokufungua iguo,Alijifungua jana
Kidawida,Swahili,Najoka wulinyi kwapo,Nimepanda kitandani kwangu
Kidawida,Swahili,Mzoe kushoa matandiko.,Muanze kuchukua blanketi
Kidawida,Swahili,Mwadayagha machi hao?,Mnachota maji wapi?
Kidawida,Swahili,Mramko kawi naenda w'ona uja mka mghosi dije njama.,Juma nne ninaenda kumuona yule mwanamke mzee tuzungumze ya siri.
Kidawida,Swahili,Ndeokoghe kufuma icho,Hajakuweko tangu juzi
Kidawida,Swahili,Kazi kwa bidii yadareda maghaluso.,Kazi kwa bidii inaleta mabadiliko.
Kidawida,Swahili,Dedeka msarighonyi kwendacha,Tulikuwa mchezoni ukija
Kidawida,Swahili,Ni suit kukira mbeu ra jadi.,Kuna haja ya kuokoa aina za mbegu za kienyeji.
Kidawida,Swahili,Iji igare jadatesia wandu duhu.,Gari hili linasaidia kuboresha usafiri wa umma.
Kidawida,Swahili,W'adakunda kila mundu umanye w'eko na magome.,Wanapenda watu wote wajue wako na pesa
Kidawida,Swahili,Dibonyere mecha,Tutendee mema
Kidawida,Swahili,Maua ghawenyaa.,Maua yananyesha.
Kidawida,Swahili,Kaw'edafuna nandighi kuw'aw'a ni muzu,Unatafuna kwa nguvu sana utaumia mfupa wa taya
Kidawida,Swahili,Dalomba ukaiye sa kilongozi odu,Tunaomba awe  kama kiongozi wetu
Kidawida,Swahili,Nawekushinga mavuda.,Najipaka mafuta.
Kidawida,Swahili,Simamenyi dibore chumbo iw'i,Simameni tuimbe nyimbo mbili
Kidawida,Swahili,Odeghuka ighu,Alipanda juu
Kidawida,Swahili,Ni nicha kupanga ngera kwaenda horesha kutini mzinyi,Ni vyema kujipanga iwe unapanga kwenda likizo fupi kijijini
Kidawida,Swahili,"Mapemba ghazoghua itanaha,  ghafunya vileri","Mahindi yamekua sasa, yametoa maua"
Kidawida,Swahili,Lakini kwaki kwabonya huw'u?,Lakini kwa nini umefanya hivi?
Kidawida,Swahili,Kuhia kesarighia modo,Utachomeka ukichezea moto
Kidawida,Swahili,Kwapoilwa ni chumbo?,Unapenda nyimbo?
Kidawida,Swahili,Kavika mzaw'o kumroghuo,Ukifika kwao mpe salamu
Kidawida,Swahili,Kuselow'olo kusemerie skulu.,Usiolewe kama hujamaliza shule
Kidawida,Swahili,Na warighiti aje wekwaeni wawebonya kazi nicha?,Je wahudumu wanafanya kazi yao vizuri?
Kidawida,Swahili,Oshinda w'uchaguzi.,Alishinda uchguzi.
Kidawida,Swahili,Wandu widarwa nguwo risefwanane.,Watu huvaa nguo tofauti.
Kidawida,Swahili,Kujifunyira ni chia yewonyera lukundo na kuwadana.,Kujitolea ni njia ya kuonyesha upendo na mshikamano.
Kidawida,Swahili,Ndeukunda chai.,Hapendi chai
Kidawida,Swahili,Kuselase iseghe kaw'ona koshi,Ukimwona mbwa usikimbie
Kidawida,Swahili,Kukia ni kwa wose,kuishi ni kwa wote
Kidawida,Swahili,Boilwa ni isanga ,Furahia asili na mazingira.
Kidawida,Swahili,Mwai wapo wanekwa chaghu.,Msichana wangu amepatiwa kazi.
Kidawida,Swahili,Vala vapo vasilwa.,Vidole vyangu vimechoka
Kidawida,Swahili,Maw'ughanga ndeghiko,Hamna madawa
Kidawida,Swahili,Kwaweweseria ani,Unamsubiri nani?
Kidawida,Swahili,Mwakumbuka seji disumbukie na ichi chaghu,Mnakumbuka tulivyoteseka na kazi hii
Kidawida,Swahili,Jeko ilagho jikura nandighi kupata mbuw'a.,Ilikuwa jambo gumu sana kupata shamba.
Kidawida,Swahili,Idii ihii ni ya lukundo na msingo.,Mchana huu ni wa furaha na utamu.
Kidawida,Swahili,Ukakaja ndeumanya w'ambao.,Akiwa anakula hajui wenzake
Kidawida,Swahili,Maw'ingu gheka aighu.,Mawingu yako juu angani.
Kidawida,Swahili,Mburi reka na nyama nyingi,Mbuzi ziko na yama tele
Kidawida,Swahili,Kujifundisha kufuma kwa makosa ni suti kwa kuzoghua.,Kujifunza kutoka kwa makosa ni muhimu katika kukua.
Kidawida,Swahili,"Kufuma linu, ngakuzera kubonye ilagho ni suti kubonye.","Kuanzia leo, chochote ninachokuambia ufanye lazima ufanye."
Kidawida,Swahili,Deja ndima ajhe ikanisenyi,Tulikula sakramenti pale kanisani
Kidawida,Swahili,Kilongozi wa icho kikundi waw'anga mkutano.,Kiongozi wa kundi hilo ameitisha mkutano.
Kidawida,Swahili,Ilengo ja maisha ni kumanya na kubonya.,Kusudi la maisha ni kugundua na kutimiza.
Kidawida,Swahili,Kazi kwa bidii yadima kughakusa maisha kwa kiwango kibaa.,Kazi kwa bidii  inaweza kubadilisha maisha kwa kiwango kikubwa.
Kidawida,Swahili,Mawono mecha,Maono mema/mazuri
Kidawida,Swahili,Saw'esuw'iria malagho ghangi ghizamie,Sitarajii mambo yoyote mabaya
Kidawida,Swahili,Nadaghesha w'ei w'andu w'adanikunda,Huwa nadhani watu wananipenda
Kidawida,Swahili,Otunga lumbo,Alitunga wimbo
Kidawida,Swahili,Nakuw'aa mtambo ghozama.,Nimepata kisiagi imeharibika
Kidawida,Swahili,Daw'ezighana visuka sejhi visarighaa.,Tunaangalia vobonzo vile vinacheza
Kidawida,Swahili,Dumbueni visiki,Kateni hiyo nyama
Kidawida,Swahili,Kagala nyumbenyi kumerie icho chaghu,Ukienda nyumbani umalizie hio kazi
Kidawida,Swahili,Sera iro mbande,Tua hizo kuni
Kidawida,Swahili,Siswefuma aha nisemerie,Sitoki hapa nikiwa sijamaliza
Kidawida,Swahili,Dadajha kidambua-momu saa iw'i nakesho,Sisi hula chamskakinywa saa mbili asubuhi
Kidawida,Swahili,Choo dinyo chofi.,Kuja tukunwe pombe
Kidawida,Swahili,Ndeuko nyumbenyi,Hayuko nyumbani
Kidawida,Swahili,Dikunekagha mfwano,Tutakupa mfano
Kidawida,Swahili,naw'abora,naimba
Kidawida,Swahili,Iguo deja mswara na mbogha ra kizenya na supu ya nguku.,Jana tulikula Ugali kwa mchicha na kitoweo cha kuku.
Kidawida,Swahili,Kuseende mighondinyi nakio.,Usiende milimani usiku
Kidawida,Swahili,Dedenywa chofi dikaawongea.,Tulikunywa pombe tukalewa
Kidawida,Swahili,Matuku ghapo ghaidie mipango yapo.,Siku zangu zimepita mipango yangu.
Kidawida,Swahili,Kufundishe w'anyinyu malagho ghifwane,Wafunze nduguzo mambo yanayofaa
Kidawida,Swahili,Mapemba ghose ghajighwa ni nguku.,Mahindi yote yameliwa na kuku
Kidawida,Swahili,Nasuw'iria mwaw'uka mkasinda nicha,Natumaini mmeamka mkashinda vyema
Kidawida,Swahili,Maghu ghapo ghangilwa ni mbeo.,Miguu yangu imeingia baridi.
Kidawida,Swahili,Waghenyi wa loli wadakuwadia mkonu kwa kila msele.,Marafiki wa kweli wanakuunga mkono katika kila hatua.
Kidawida,Swahili,Na ukacha mka,Akaja mwanamke
Kidawida,Swahili,Kwaw'ona chadu chako?,Umeona kiatu chako?
Kidawida,Swahili,Ugho w'uamuzi ndoghuadadire kila mndu orekoghe aho.,Uamuzi huo haukuathiri kila mtu aliyekuwepo.
Kidawida,Swahili,Niadamba kio ghadi,Nitasafiri usiku kucha
Kidawida,Swahili,Mndu wa isu wawedikwa ni luda,Mwendawazimu anatokwa na nyute
Kidawida,Swahili,Mao orefunya mashini yape eshona.,Mama aliitoa cherahani yake ya kushona.
Kidawida,Swahili,Chanenyi maghembe ghenyu,Yafueni majembe yenu
Kidawida,Swahili,Nikughuya vindo kujhe,Nitakununulia chakula ule
Kidawida,Swahili,Udadaya machi kisimenyi,Atachota maji kisimani
Kidawida,Swahili,Warushwa kirumbu,Amevishwa taji
Kidawida,Swahili,Wandu washanwa,Watu wamelipwa
Kidawida,Swahili,Uhu mwana usena ishima putu.,Nani alikuambia nilifanya hivyo?
Kidawida,Swahili,Mrunda Aba onileghia kuenda nisejie vindo.,Shangazi yangu hakuniruhusu niende bila kula chakula.
Kidawida,Swahili,Ndechiko kilambo chingi chizamie na kujifundisha kufuma kwa makosa.,Hakuna kitu kibaya na kujifunza kutoka kwa makosa.
Kidawida,Swahili,Olow'olwa ni mkichuku ikakaia suti mburi ifunyo kizongona.,Ameolewa na ukoo ikabidi sadaka ya mbuzi itolewe.
Kidawida,Swahili,Iridia jake janyelwa ni vua,Nywele lake limenyeshewa
Kidawida,Swahili,Wazoghua shuu,Amekua sana
Kidawida,Swahili,Degha madu ghako malacha.,Tega masikio yako marefu
Kidawida,Swahili,Mpate kuwighoria wandu,Mpate kuwaambia watu
Kidawida,Swahili,Kwakaiya kira,Giza limetanda
Kidawida,Swahili,Nyonyi radabora kwa lwaka.,Ndege huimba kwa sauti.
Kidawida,Swahili,Kazi w'aw'ebonya shida tuu ni agho maw'ughanga ghisew'epatikana,Kazi wanafanya vizuri shida ni kuwa madawa hayapo.
Kidawida,Swahili,Koshi yangia kitangara cha nguku,Mbwa ameingi nyumba ya kuku 
Kidawida,Swahili,Ujha mdu ni Mwagharaghara,Yule mtu ni Mluhya
Kidawida,Swahili,Kakunda kilambo kuzoye kulombe,Ukitaka kitu lazima uombe mwanzo
Kidawida,Swahili,Chai chawurwa,Chai imeiva
Kidawida,Swahili,Ilengo ja maisha ni kuwadana na kujifundisha kufuma kwa wambedu.,Kusudi la maisha ni kushirikiana na kujifunza kutoka kwa wengine.
Kidawida,Swahili,Idana Mafungu gha m'bonyi,Sasa mshahara wa mwenzio
Kidawida,Swahili,Da nimoni nibonyagha w'ada?,Sasa mimi nitafanya namna gani?
Kidawida,Swahili,Madu ghako ndeghisikiragha agha matuku w'ele?,Masikio yako siku hizi hua hayasikii kwani?
Kidawida,Swahili,Mrighiti wafunya wushauri ghwa afya.,Daktari alitoa ushauri wa afya.
Kidawida,Swahili,Idana inyo chiamweri.,Sasa nyinyi njia moja
Kidawida,Swahili,Maghanga ghew'ongera,Madawa ya kulevya
Kidawida,Swahili,Njogholo yeka na mafuri gha mkundu na gha chokwa,Jogoo ana manyoya mekundu na meupe
Kidawida,Swahili,"Uo ose utalilo kukaia na hachi kwa irumirio, uchakaia moyo.",Yeyote aliyehesabiwa kuwa na haki kwa imani ana uhai.
Kidawida,Swahili,Uhu mwana wadaenda ukimanga na chia.,Huyu mtoto huwa anaenda akisimama na njia
Kidawida,Swahili,Mlevi wawongia.,Mlevi amelewa
Kidawida,Swahili,Nineke sabuni yeogha,Nipatie sabuni ya kuoga
Kidawida,Swahili,Chongo cha choka chadabarwa na igho,Kichwa cha nyoka hulengwa kwa jiwe
Kidawida,Swahili,Uko kose ni kulaghaya na kulaghasha maza ra mzedu!,Wote huo ni kupotea na kupoteza utamaduni wetu!
Kidawida,Swahili,W'ai w'a kidaw'ida ndew'ituruagha madu,Wasichana wa Kitaita hawatoboi masikio
Kidawida,Swahili,Wughanga ghwa maghegho,Dawa la meno
Kidawida,Swahili,Leka idime nideka putu,Acha leo ntapika
Kidawida,Swahili,Wai wa kidawida weghoka,Wasichana wa kitaita ni warembo
Kidawida,Swahili,Kwapoilwa ni chombo?,Unapenda nyimbo?
