source_language,target_language,source_text,target_text
Kalenjin,Swahili,kandoinatet nekararan,uongozi mwema
Kalenjin,Swahili,Achopchini toekyuk amitwogik che anyiny,Nitawapikia wageni wangu chakula kitamu
Kalenjin,Swahili,Tos mi werto ngiro netos mwaa komostab nebo Peter pan,Mvulana yupi anayeigiza sehemu ya Peter Pan?
Kalenjin,Swahili,Iyoe nee kolale asista?,Utafanya nini msimu huu wa joto?
Kalenjin,Swahili,Alak che kororoon ak alak che yachen angende kameraisyechutok ko tos toret ofisaekab ribseetab kalyet?,Mengine mazuri na mengine mabaya Kukiwekwa kamera hizi zitawasaidia askari  ?
Kalenjin,Swahili,Kigimwa kainaikab boiyot ago chepyoset Smith, Bw. na Bi. Smith walitangazwa
Kalenjin,Swahili,Eng' kila ko cham ii ame amitwogik ab beet sait ata,Kwa kawaida huwa na kifungua kinywa saa ngapi?
Kalenjin,Swahili,Makoi kayaikei kot kouyo mayayak kiy,Hatuwezi kujifanya kuwa hili halikufanyika
Kalenjin,Swahili,Kicher Kibet chechik tukul lakaini maem,"Kibet alitoa yote yake, lakini haikutosha"
Kalenjin,Swahili,eng' islamek ko mekat konamgei kelyek ak  buiwek saitab saet,"Kwa waisilamu, ni lazima watu wanaposali msikitini miguu na mabega kushikana,"
Kalenjin,Swahili,Inamu toek choto melekwek akonyoru serikait robinik che kitechee emet,Wageni hao watalipa ushuru na serikali itapata hela za kujenga nchi.
Kalenjin,Swahili,Matintene kiy age tugul kote,Usiingize vitu mdomoni ovyo ovyo
Kalenjin,Swahili,Kikinam  ko chorse en tukoshek  kebir,Alishikwa akiiba akapigwa
Kalenjin,Swahili, Alak ko ki kimii tai eng inne.,Wengine  walimtangulia.
Kalenjin,Swahili,kiibu chuto chemoitnotetab biik che maingen kamanutab chametab emet.,Haya yalisababishwa na ulafi wa watu wasiojua maana ya uzalendo.
Kalenjin,Swahili,Kararan somanet amu tun taretin.,"Elimu ni ya muhimu, itakusaidia siku za usoni."
Kalenjin,Swahili,kiboishe toek supuk togul. ,Wageni walitumia supu yote.
Kalenjin,Swahili,Kiyan kotoret konyor kasit.,Alikubali kumsaidia kupata kazi.
Kalenjin,Swahili,"tengek ko tengek kamet, tengek agenge komametoi kwondo","Kosa ni kosa mama, kosa moja halimwachishi mke."
Kalenjin,Swahili,kigoos sautitab kibet ago nyii korotik wiy tugul,Sauti ya kibet ilisikika na damu kuenea kila mahali.
Kalenjin,Swahili,"kokeny,ko semberi kiboitinikcho ak kobiite kerichek cheborei mionwokik","Kando na hayo, wafanyakazi wetu huondoa  magugu shambani na hunyunyuzia dawa za kuangamiza magonjwa"
Kalenjin,Swahili, abwatii ale kayutien aker kurkee.,Nadhani nilisahau kufunga mlango
Kalenjin,Swahili,Kit agenge nekikoklabta soket nelel ko karit aba maat nebo SGR,Moja wapo ya vitu amabayo umeimarisha soko mapya ni utumizi wa treni ya SGR.
Kalenjin,Swahili,Mwaiwo kasarta ne mache anyo,Niambie wakati unataka nije
Kalenjin,Swahili,Shabana fc komache  kandoindet ne bo England ,Shabana fc wanataka  kiongozi kutok England
Kalenjin,Swahili,Kaikai kererutyet ne yaamat koboto kamung'et.,Afadhali mego kavu pamoja na utulivu.
Kalenjin,Swahili,kogotoi biik kobirchinigei kandoinotetab Kenya ,Watu wameanza kung'ang'ania usimamizi kwa Kenya 
Kalenjin,Swahili,Ayoei kit aketukul nimoktoi iwekei,Nitafanya chochote kinachohitajika ili kukurudisha
Kalenjin,Swahili,Akewekchi kamenyi neboiboichini ak siling bogol ak konom,Kisha kitarudishwa kwa mama yake ambaye ataridhika na shilingi mia na hamsini!
Kalenjin,Swahili,"Menyey Kapseret piik che matinyei kiy, che menye koriik che yachen.",Mtaa wa Kapseret una watu maskini wenye nyumba mbovu.
Kalenjin,Swahili,Chamei lagok kourerendos missing',Watoto wanapenda kucheza saba
Kalenjin,Swahili,kinaita komatinyei boiboiyo,amezoea kutokua na furaha
Kalenjin,Swahili,kamache amwa mutyo chechuk,Nilitaka tu kutoa rambirambi zangu
Kalenjin,Swahili,kiibet kasubikwak che chang' biikab bolatet,Vyama vingine vya siasa vya upinzani vimepoteza wafuasi wengi.
Kalenjin,Swahili,Amache imwawa ale ngo nekakonin cho,Nataka uniambie ni nani aliyekupa hiyo
Kalenjin,Swahili,Chi neo eng askarik ko kamut askarik oratunwek tukul.,Kamanda wa Jeshi amepeleka askari barabarani kote.
Kalenjin,Swahili,chang mweik emonoto,wakimbizi ni wengi katika nchi hiyo
Kalenjin,Swahili,Amu komamie kabatishet komamie biik,Maana bila kilimo watu hawatokuwa
Kalenjin,Swahili,matomeche kotukuboton chamait nito.,Sitaki tena kuwa sehemu ya chama hiki.
Kalenjin,Swahili,kamangunet nebo chamiet ng'un ko ae agimit,Nguvu ya mapenzi yako inanifanya kuwa imara.
Kalenjin,Swahili,Iuni mama ngoroik karon,Mama anafua nguo kesho
Kalenjin,Swahili,Ibwati ile kotayae ng'o kit nekararan neu ni?,Unadhani nani angefanya kitu kama hiki?
Kalenjin,Swahili,kiikochi kasarta orokkenet,wakati umewapa jakamoyo
Kalenjin,Swahili,kikoito  weroton  ngalek tugul,Kijan alitoa ripoti kamili ya hadithi hiyo.
Kalenjin,Swahili,Kokingalale pichiindo,Tatizo lilikuwa linajadiliwa
Kalenjin,Swahili,Inendet ko lakwetab sukul ne igilegei missing ,Ni mwanafunzi anayesoma kwa bidii sana
Kalenjin,Swahili,Kagogonon cheptailel boiboiyet,Mungu amekupea furaha
Kalenjin,Swahili,akot kokokuur komaiten,Fauka ya kumwita alikataa kuitika. 
Kalenjin,Swahili,roponi eng sang,Mvua inanyesha nje.
Kalenjin,Swahili,"Meaam tugul raa,amu amin rubet karoon",Shindilia leo na ufe njaa kesho.
Kalenjin,Swahili,kikitonon kandoindet eng boisiet,Kiongozi alilazimika kuondoka Uganda na helikopta.
Kalenjin,Swahili,Sait nekararan kopa koruyo lagok.,Ni wakati muafaka watoto kwenda kulala
Kalenjin,Swahili,Iwendi au?,Unatoka lini hapa?
Kalenjin,Swahili,Kikibaisie biik ab chamait kotoret eng siptalit nikimii kokwet ,Wanachama walijitolea kutumika katika hospitali ya mtaa kutoa faraja kwa wagonjwa.
Kalenjin,Swahili,chame pik che chang mpiret ab eut ,Watu wengi wanafurahiya kutazama mpira wa mkono
Kalenjin,Swahili,che meye oloton ko kotindai kole mami oret nenywan,Wakazi walikuwa na wasiwasi kwamba watakosa njia yao .
Kalenjin,Swahili,Achame asomani ngalekyik,Napenda kusoma neno lake
Kalenjin,Swahili,kororon chilchilik mising,vifaranga wanapendeza sana
Kalenjin,Swahili,nematia keetwa aek neo,Baadaye niliinuka kwa kiwango cha Lieutenant.
Kalenjin,Swahili,Yautik ab asoya komachamat eng emoni,ufisadi haikubaliki katika nchi hii
Kalenjin,Swahili,achamin misiing,nakupenda sana
Kalenjin,Swahili, Kimilta mpiret konetinte eng ole kiurerenei," Mwalimu aliangushwa na mpira uwanjani,"
Kalenjin,Swahili,ago kigoio tuguk cheyachen mising,na vile vile hasara kubwa sana
Kalenjin,Swahili,Sisin kee miten oik che  somani en yu,Watu wanasom hapa nyamaza
Kalenjin,Swahili,Ketil logoiyat eng kerindo ne o koipu anyinyindo ne kararan,Kukata tunda kwa umakini huleta ladha nzuri.
Kalenjin,Swahili,Mmiten kasishek  che bo  pik che mengechen,Hakuna kazi  kwa Vijana
Kalenjin,Swahili,Oldoi tuguk eng beit ne nyumnyum ,Hupeana huduma bora kwa bei nafuu
Kalenjin,Swahili,bik cherirtos amun kokwo bak rabinik che nyalun ke somane,watu wamelazimika gharama ya masomo 
Kalenjin,Swahili,kinemu olebune karitab maat kebeel ago olegialdoishen kechore tuguk,"Reli hung'olewa, nyumba huchomwa na pia vibanda huporwa. "
Kalenjin,Swahili,pine pichiinwek meng'iik kosupng'ei ak Elnino,wakaazi wanapitia changamoto kutokana na mvua ya Elnino
Kalenjin,Swahili,"Ogoite borwekwok koek tiseiwot ne sobei ,ne tilil,ne taachaksei eng' Jehova.","Itoeni miili yenu iwe dhabihu iliyo hai, takatifu ya kumpendeza Mungu."
Kalenjin,Swahili,mayoni kito ni kimuch keyai,Siwezi kuamini kile tulikuwa karibu kufanya
Kalenjin,Swahili,Chang kesit ab chorest ab karishek,Kuna kiwango cha juu cha wizi wa magari.
Kalenjin,Swahili,Machamwo asoman baruet,Hakuniruhusu kusoma barua
Kalenjin,Swahili,Jehovah kanyii boiboiyet ye abwatin nguno,Najawa na furaha kupita nimfikiriapo Mungu
Kalenjin,Swahili,Kilany eitiet newendi barak kobus eng kimnatet missing ,Alipanda ngazi akihema kwa nguvu sana
Kalenjin,Swahili,cham iamenee koek amitwokik kuk ab subui?,"Je, huwa unakula nini kwa kifungua kinywa?"
Kalenjin,Swahili,Pendoti ak choronok chik eng' yun,Anatembea na marafiki zake pale
Kalenjin,Swahili,Kagosich moita nyi teta nin,Ngombe yule amezaa
Kalenjin,Swahili,Kiyewetankwei kaa Haji koamuan kueku kabotin akokoiekei kaina Kabotin Rubani,"Haji aliporudi nyumbani aliamua kuwa  mkulima, akajibandika lakabu Rubani Mkulima."
Kalenjin,Swahili,"Nyitin kibet ,anan nee?","Kibet anakukera, sivyo?"
Kalenjin,Swahili,Kora kotoriti ibet ab bik ak tukuk eng oratinwek che chang',"Pia, hurahisisha usafiri wa watu na hata bidhaa kupitia njia mbalimbali "
Kalenjin,Swahili,Nga Iman metinye itit nebo tyenwogik ,Kweli una sikio la muziki
Kalenjin,Swahili,Grupishek chuto chu komatisiani serikalit.,Vikundi hivi vya waasi havikuwa tishio kubwa kwa serikali ya sasa.
Kalenjin,Swahili,Kokinyor pusit ne banani eng kiwanjet,Tulipata paka maskini kwenye uwanja
Kalenjin,Swahili,Kachopok amitwogik ii? Amon rupet missing'.,Chakula ki tayari? Nina njaa sana.
Kalenjin,Swahili,Kimang'u agoi Kagesunet.,Na tumwamini kwa yote yatakayokuja.
Kalenjin,Swahili,Kimiten karun Baringo  kechor tuka,Kesho tuko Baringo kuiba ngombe
Kalenjin,Swahili,Nomekei bik ab emet eng kibangengeit agenge,Watu nchini watashikana kwa  pamoja.
Kalenjin,Swahili, Yutien cho ikiwek saang iboiboitu ak bikaab kokweej.,Sahau hayo nenda nje ufurahi na  wanakijiji.
Kalenjin,Swahili,"Tos,itinye kiiy netos omwawech?","Je, una lolote la kutuambia?"
Kalenjin,Swahili, Nafasta ne bo makishe taman ko kimetien icheek ak Zoo.,pengo la alama 10 likitamalaki kati yao na Zoo.
Kalenjin,Swahili,kisir eng' kalang'etab teketab borto eng' kenyi no ko sirtoi,Alishinda mashindano ya ujenzi wa mwili wa mwaka jana.
Kalenjin,Swahili,Nyoo nyogero  sait taman ago agenge,Njoo unione saa kumi na moja
Kalenjin,Swahili,Tos otupche nebo iman,Huna uhusiano wa familia  ya ukweli
Kalenjin,Swahili,Putwon  amitwakik che chang ,Nipee chakula  mingi 
Kalenjin,Swahili,"Je, ni vipi ninaweza kupata karo?","Je, ni vipi ninaweza kupata karo?"
Kalenjin,Swahili,Ketit ni ko ngatigin,Kijiti hiki ni kidogo
Kalenjin,Swahili,"miten ajalik chechang ochei chemiten chiket,anan olegiyae boishet,beek,sugul,gaa ago oret","Kuna ajali ya aina nyingi kama vile ajali za jikoni, za ofisini, za majini, za shuleni, za nyumbani na za barabarani."
Kalenjin,Swahili,Keriib mbarrt ko boisie ne bo kabotin age tuguk/, Utunzaji wa shamba ni jukumu la mkulima mwenyewe.
Kalenjin,Swahili, mamoche inget eng ngal.,Sitakuchosha na maneno
Kalenjin,Swahili,kinamgei ichek agobir bunik,Waliunganisha nguvu na kupigana na adui
Kalenjin,Swahili,kicheny benkit kaitanyin amu kitur kotar besenet,Benki imechukua nyumba yake kwa kushindwa kulipa mkopo.
Kalenjin,Swahili,kingalal ago robindetab emet beisho,Wakati fulani alizungumza na askari
Kalenjin,Swahili,kuchoto machame biik somananato,Vilevile masomo haya hayana mvuto.
Kalenjin,Swahili,"Tos,inaam tait gaigai?","Je, unaweza kuwasha taa, tafadhali?"
Kalenjin,Swahili,Kiwo Tumaini kurget asikotoben lagochoto,Tumaini alienda mlangoni ili awatazame watoto wenzake.
Kalenjin,Swahili,Siret age tugul kotinye betunyi eng wikit,Kila soko liko na siku ya katika wiki
Kalenjin,Swahili,"Chamiet, kakiletapkei ak tukuk che kichopisie ko kararan","Upendo jitihada, na viungo vizuri."
Kalenjin,Swahili,Mamito ngecherok kot nitok,Hakuna viti katika chumba hiki
Kalenjin,Swahili,Mito kobiregei biik chegitunge,Wanandoa wa jirani wanapigana tena
Kalenjin,Swahili,Eng kasartab takikaisiek taman kokikainde tugul tai ako kichopot kokur baorinik,"Kwa muda wa dakika kama kumi, alikuwa amebwaga yote mbele ya korti na alikuwatayari kuwaita mashahidi."
Kalenjin,Swahili,Karoban emet ab  Burundi ,Imenyesha nchi ya burundi
Kalenjin,Swahili,kokiista uroryoshiek chechang makureren,michezo mingi ilifutuliwa mbali aikuchezwa
Kalenjin,Swahili,Matinye siling' eng' lolet nguni.,Kwa sasa sina fedha zozote mfukoni.
Kalenjin,Swahili,Onge-amde eng` chamnyet,"Kubeba habari kwa kila ardhi,"
Kalenjin,Swahili,mamii boryekab Alshabaab betusiekab Moi,mashambulio ya Alshabaab hayakuwa wakati wa Moi
Kalenjin,Swahili,Tindoi plwengwet itik che koen ak kelyek chenwoken,Sungura ana masikio marefu na mkia mfupi
Kalenjin,Swahili,kikitinye tuiyet ne inekei keng'alalen kaimutietab korona,Tulikua na mkutano maalum kuongelelea janga la corona
Kalenjin,Swahili,Texas ko nekit konyil aeng eng nebo Japan,Texas ni karibu mara mbili ya Japani
Kalenjin,Swahili,Kiituiyechikei tukuk che chang' ko toma ko me,Alijikusanyia vitu nyingi kabla hajafa
Kalenjin,Swahili,Kiy tugul ne iyae eng' imbar iyai eng' kimnatet,Chochote unachofanya shambani ufanye na bidii
Kalenjin,Swahili,"Amu menyei emet `piik che po iman, ak ng'etune olooto che ititaatiin.","Maana wanyofu watakaa katika nchi, Na wakamilifu watadumu ndani yake."
Kalenjin,Swahili,Mito koboto kiboitinikab biik konetik.,Walimu pia ni miongoni mwa watumishi wa umma.
Kalenjin,Swahili,Tilei sogekab ngetit ,Akakata baadhi ya matawi ya mti
Kalenjin,Swahili,Kiutye kugo kainenyi,Babu alisahau jina lake
Kalenjin,Swahili,makibore chepyosok ak lagok eng' boriet,Wanawake na watoto hawakuuliwa kwenye vita
Kalenjin,Swahili,eng' tariki sokol arawetab tisap kenyitab elput oeng' ak tiptem kinyoru emetab Kenya torite eng' chnjoitab Astra Zeneca kobunu Fransaek.,"Mnamo tarehe tisa mwezi wa saba mwaka wa elfu mbili na ishirini, Kenya ilipokea msaada wa chanjo za Astra Zeneca kutoka Ufaransa."
Kalenjin,Swahili,"Kineemgei eng sobenyi,kobaishe sagitek",Alijitolea maisha yake kwa dawa
Kalenjin,Swahili,nambaritbne bo A che kimuch konyoru koname kochut fomit akemge ko alen milionit akenge,Idadi ya A  alizowahi kupata tangu kuingia kidato cha kwanza zilikuwa kama milioni moja  hivi.   
Kalenjin,Swahili,Much kotinye chorondok chechange che kwanyik,Labda ana marafiki wengi wa kike
Kalenjin,Swahili, Magat kochob serkalit garisiek tinyei taisiek che eechen ,Kutotaka kutokea kwa ajali serikali itengeneze mataa makubwa barabarani ili kuepuka vifo vya watu wasio na hatia. 
Kalenjin,Swahili,chi age tugul newendi kongete Iten agoi Kericho komagaat koribgei tyongik,Abiria yeyote yule wa kutoka Mombasa kwenda Nairobi sharti awaone wanyama
Kalenjin,Swahili,Ken ko  indoe en  kataiarik  che kiker golit  en kasarat nikonye,Ken ndio wakwanza wa  waliofunga bao msimu jana
Kalenjin,Swahili,Amecheru njerinik eng ainet noto,Usivue samaki kwenye mto huu
Kalenjin,Swahili,Matinyei boisiek robinik che yoen alisiet, Wazee hawa hawana pesa za kufanya ununuzi
Kalenjin,Swahili,kitech sukulit chorwantit ak katuyee ak sikiik, Shule hii imejenga urafiki na ushirikiano na wazazi.
Kalenjin,Swahili,kimito chamait nito nebo bolatet eng' kenyisiek tamanwokik tisap,Chama hiki cha siasa kimekuwepo kwa miaka kumi na saba.
Kalenjin,Swahili,Brenda ko lakwet ne ngom  en sukul,Benda ni mtoto mwerevu shuleni
Kalenjin,Swahili,Makot neo missing ago kararan,"Sio chumba kikubwa, lakini ni nzuri"
Kalenjin,Swahili,Kimakwech keyanchi imanit ab chii tugul,Tunapaswa kuheshimu imani ya kila mmoja wetu
Kalenjin,Swahili,Kergei seremek chutokchu,Mapacha hawa wanafanana
Kalenjin,Swahili,Ako korib sobonwek kwai amu garit komuchi kobeet tokchinet eng oret ago imuchi koriach bik che oldoisiet eng or taban,na kulinda maisha yao kwani gari linaweza kukosa mwelekeo barabarani na kwa bahati mbaya au nzuri kumgonga mchukuzi kando ya barabara na kumsafirisha hadi kwa muumba bila nauli. 
Kalenjin,Swahili,Cheng' poiyet ne toretin irip kong'ung'.,Tafuta kazi itakayokusaidia kukimu familia.
Kalenjin,Swahili,tarten tuguchoto,mwaga hizo vitu
Kalenjin,Swahili,"mungaret neu keoldoi tuguk,ngoroik agot maitwogik chemiten siro kegeerei","Biashara kama za kuuza vyombo, nguo na hata chakula sokoni hufungwa."
Kalenjin,Swahili,kitooku kiit agenge yekingosiokukei ng'alechoto,Jambo moja lilikuwa dhahiri mambo haya yalipoanza kufichuka.
Kalenjin,Swahili,kitinye robinik tutegen aku kikimeche kebe rutoiyo ,Tulitaka kwenda kwa safari lakini tuna pesa kidogo.
Kalenjin,Swahili,mi borye emonoto kwekeny,nchi hiyo hukumbwa na vita mara kwa mara
Kalenjin,Swahili,"Moetenech kirwokoni bondit, kibol Asisi ","Kesi hii haitukatazi bondi, Asisi alipiga kelele jaji alipokuwa kashika nyundo ili kuhitimisha kauli ya mkuu wa mashtaka."
Kalenjin,Swahili,Iyan eng kamugengung koibun siret,Kuamini katika uwezo wako kunakuletea mafanikio.
Kalenjin,Swahili,meya  nekikakirat   ko kimakotindo terchin ,Meya aliyekamatwa baadaye alipatikana hana hatia.
Kalenjin,Swahili,Ingen chechang agoba tyongik,Anajua mengi kuhusu wanyama pori
Kalenjin,Swahili,Kingotoi kowo sukul korir yekingomochei kemut sukulitap olindo ,"Alipoanza kwenda shuleni, alilia walipotaka kumpeleka katika Academy ya huko kwao."
Kalenjin,Swahili,kiatebi ak kamenyu ak anetkei kiit nekikoldoi robwoniek,Nilikaa na mama muda mrefu na nikawa najifunza jinsi ya kupanda viazi vitamu
Kalenjin,Swahili, Kisub kuru amo kikachokan.,Alilala mapema sana kwa sababu alikuwa amechoka.
Kalenjin,Swahili,kikasomaene somalia ngamun kichame poryet,Alisome Somalia kwa sababu aliependa vita
Kalenjin,Swahili,tos iman kole ya sigisyo chepyosok ko wolu icheken eng' ureriet,Je! Ni kweli kwamba kuzaa watoto hupunguza kiwango cha utendaji wa wanawake wa michezo?
Kalenjin,Swahili,Tusker ko miten Narobi   kiwanjet nenwanet ,Tusker  wako na kiwanja yao Nairobi
Kalenjin,Swahili,Oldoi baba kweyonik,Mama ni mchuuzi wa viatu 
Kalenjin,Swahili,ibei karitab milet tuguk che nyegisen,Gari la mizigo linabeba vitu vizito.
Kalenjin,Swahili,noo ko lembechta,Huo ni uwongo.
Kalenjin,Swahili,Kitoben Asisi akoro maget ak kogiletabkei chebo bik chemochei koyai tuguk chechang ,"Asisi alipowatazama, aliona tamaa, ari, nguvu na juhudi za watu amabao walitaka kufanya mengi lakini wakakosa kuongozwa na cha kufanya."
Kalenjin,Swahili,Magengwong neyoe obirkei,Tamaa yenu ndio inawafanya mpigane.
Kalenjin,Swahili,koisu eng' ngasit,aliangua kutoka kwenye ngazi
Kalenjin,Swahili,Nito ko kinyor inendet ye kingotuiyo ak kifuja,Hii ndiyo hali iliyomkabili alipokutana na Kifuja.
Kalenjin,Swahili,Koesho serikalit kelipan denit nywan nebo chumbek,Serikali ilikataa kulipa deni yao ya wazungu
Kalenjin,Swahili,rib lakwet,chunga mtoto
Kalenjin,Swahili,mekat kowal atebtonyin,Lazima abadilishe tabia yake.
Kalenjin,Swahili,Kitoriton ketil metitab ngokye tubchenyu.,Ndugu yangu alinisaidia kukata kichwa cha kuku.
Kalenjin,Swahili,kip akenge eng kap chii kobo kamangut mising,Umoja wa familia ni wa muhimu sana.
Kalenjin,Swahili,Nebo let ko oret ne karan koyae haliyet ab sabat kokaranit,"Kwa kumatisha, miundo msingi huboresha uchumi wa nchi."
Kalenjin,Swahili,Kimaibwoti kole much komeny koekeny,Hakutarajia kuishi muda mrefu hivyo
Kalenjin,Swahili,Koi kipsomaniandet nin kosir kanetindet,Mwanafunzi yule ni mrefu zaidi ya mwalimu
Kalenjin,Swahili,matisub chii ne ya atebto,usimfuate mtu mwenye tabia mbaya
Kalenjin,Swahili,Mabwoti ale nyalu kosaskeiy bik.,Sidhani Kama watu wanapaswa kuchukiana.
Kalenjin,Swahili,Kora kikotoret chemaimuchi koba emet ab sang pukonyor somanet,"Pia, imesaidia ambao hawana uwezo wa kueda nchi za nje kupata elimu"
Kalenjin,Swahili,Agase ko a ng'etat msing ra ini.,Nahisi nina uchovu mwingi leo.
Kalenjin,Swahili,"Akot kora, emet ab Nandi ak Kericho koyoei mungaret ak emet ab Bomet","Pia, nchi za Nandi na Kericho huhusika na nchi ya Kenya kwa kuuziana bidhaa zao."
Kalenjin,Swahili,Mitei komoswek alak Ole kiketoi boisioni,"Kuna maeneo mengine, ambako mradi huu tayari umeanzishwa."
Kalenjin,Swahili,kikikerchi biik alak korik eng' tai kosir alak amu kinyoru biik che chang' koroitab korona,Mitaa nyingine ilipewa kafyu mapema kushinda nyingine kwa sababu watu wengi walikua na ugonjwa huo wa corona
Kalenjin,Swahili,Tyenei inendet peet ak kemboi,Yeye anaimba usiku na mchana
Kalenjin,Swahili,Kitaigei aldaishet ab atebetet nitok,Uuzaji wa mtindo huu ulianza
Kalenjin,Swahili,mache kotoy seikalit ofisishek che kashini piik mesoshok kwai,"Vilevile, ningependekeza serikali ianzishe ofisi ya mchunguzi maalum wa kusikiliza malalamishi ya umma ambapo umma unaweza kuripoti Mradi"
Kalenjin,Swahili,kiker tamirmiryet be tui konyoni kutuchei sobenyi,Aliona kivuli cheusi kikija kufunika maisha yake.
Kalenjin,Swahili,teset ab tai ne bo biik ko pou tuchye toretokee pik eng pororiet ,Maendeleo yanategemea ushirikiano wa jamii.
Kalenjin,Swahili,tuguk che keboishe eng' ngalset cheu kiptanganyit ko keboishe kebor piik che porie asoya,Vile vile vyombo vya mawasiliano vya kisasa kama vile runinga zitumike kuanika wale ambao hufanya ufisadi.
Kalenjin,Swahili,Somansoti eng' sukulisiek che kinton lagoikab kandoik cho,Wartoto wa viongozi wetu husomea shule kubwa
Kalenjin,Swahili,Yemi maget ko mi oret.,"Penye nia, pana njia."
Kalenjin,Swahili,Kakwo bugoal cheko,Ameenda kununua maziwa
Kalenjin,Swahili,kikiser kampunit eng' wilayet,Kampuni imesajiliwa wilayani.
Kalenjin,Swahili,maiguyo  kibet ngalek ab jebet,kibet hakuelewa neno ambalo jebet alisema
Kalenjin,Swahili,kitinyeiKijasri ak Asisi kurset noe noekotub chekikosirto ak konai chebo tai,Kijasiri na Asisi walikuwa na wito uo huo; kuzika yaliyopita na kuganga yajayo.
Kalenjin,Swahili,Ongetien agoba Jeiso,Tuombe juu ya yesu
Kalenjin,Swahili,Kaikai ngotkotinye asome,Tafadhali kama unayo naiomba.
Kalenjin,Swahili,Asuboti inendet betushiek tugul chebo sobenyu,Nitamfuata siku zote za maisha yangu
Kalenjin,Swahili,"ng'alechoto komwoei kole kietei keibu,kealda anan keam eng komostab Lamu","Hoja hiyo inapendekeza muguka kupigwa marufuku, ambapo hautaruhusiwa kuingizwa, kuuzwa au kutafunwa eneo hili."
Kalenjin,Swahili,Kasarta nitok ko bo rapta che ng'ering,Ni wakati ya mvua ndogo ndogo
Kalenjin,Swahili,Kimetegei kenyishek aeng che kokosirto,Tuliachana wawili mwaka jana
Kalenjin,Swahili,Seretos pik che chang en bomet,watu wengi wanateseka Bomet
Kalenjin,Swahili,bo kamanuut somanet ,masomo haya yana umuhimu wake
Kalenjin,Swahili,kiam toyande koot,mchwa ilikula mbao za nyumba
Kalenjin,Swahili,uei talamoichoto ak kobisto mayaik eng let,wadudu hao huhama na kuacha mayai nyuma
Kalenjin,Swahili,Mito che chang che keunye eng sobonni,Kuna siri nyingi maishani
Kalenjin,Swahili,Mitei chomnyet eng ichei,Kuna uhusiano mkubwa wa kimapenzi kati yao
Kalenjin,Swahili,Itinye kilamisyek aeng' itoreton akenge?,Una kalamu mbili uniazime moja?
Kalenjin,Swahili,koalchi sigiikchi bagit ne leel nebo sukulit,Wazazi wake walimnunulia begi mpya la shule.
Kalenjin,Swahili,Abwate kole makomii biik che mangen kole nyone kristo kokakoit,Nafikiria kuwa bado hakuna watu wasio jua Yesu yuaja
Kalenjin,Swahili,matikeng'alal ak kamenyu eng' betusiek oeng' ra.,Sijasikia kutoka kwa mama yangu kwa siku mbili sasa.
Kalenjin,Swahili,Post Rangers ko komakany  Silibet Fc ,Post rangers waliogopa Silibwet FC 
Kalenjin,Swahili,Eng' iman ko mamigenon kiy.,"Aisee, akanipuuza kabisa."
Kalenjin,Swahili,korona ko kogon ngalek chechang, janga la corona liliwafisha na kuyashinikiza kumwaga unga wao Hata hivyo.
Kalenjin,Swahili,kimekchine kanetik kotinye nae akobo boisie ngwany, Walimu wanapaswakuwa wa ustadi katika fani zao.
Kalenjin,Swahili,imiche kopwaq pick che chwaket,Familia na marafiki wanaweza kutembelea.
Kalenjin,Swahili,Cham komiten barak tuguk chegemache eng somana noto,Gharama ya masomo haya huwa juu mfano.
Kalenjin,Swahili,kinyoru moet  kipsomaninik alak che tibik,Baadhi ya wanafunzi wa kike walipata ujauzito
Kalenjin,Swahili,Kriket ne bo tiptem ko urerie ne bo chokchinee ak kashambulian.,Kriketi cha 20 ni mchezo wa kasi na mashambulizi .
Kalenjin,Swahili,Kolale amut asista ochei,Jua ilikua inawaka Jana sana
Kalenjin,Swahili,nyumba ya wezi sio hapa umeskia?,Kotap chorik komayu kekas?
Kalenjin,Swahili,koyai boisie tuwai asikoitchi ,Walifanya kazi pamoja ili kufikia lengo moja.
Kalenjin,Swahili,Kimache iyae kunoto ago ngo?,Ulitaka kufanya hivyo na nani?
Kalenjin,Swahili,Kokwer tigiknye inatut yo kourereni ,Bega liligonga ukuta wakati alipokua anacheza
Kalenjin,Swahili,atinye tibik oeng' ak werik oeng',Nina binti wawili na wavulana wawili
Kalenjin,Swahili,Much koiri kowaikchu ketik ago koik ,Vijiti na mawe yanaweza kuvunja mifupa yangu
Kalenjin,Swahili,Polatet komatareti biik che mengechen ab emet,Siasa haisaidii watu wadogo wa nchi
Kalenjin,Swahili,Kinamei bik cheechen akolugui ,Ilidakwa na samaki wakubwa na kuteremshwa kwenye koo zisizojua kukosa kupitisha huwaje!
Kalenjin,Swahili,Mi barak olyetab garini eng ane aal,Hilo gari ni ghali sana kwangu kulinunua
Kalenjin,Swahili,Masipang'ete karon amu mami ole awendi,Kesho sitarauka mapema kwa sababi siendi popote
Kalenjin,Swahili,koagas ale mito Tom Australia,Nilisikia kwamba Tom alikuwa Australia
Kalenjin,Swahili,kigaruu lorit eng ingweny ,na lori na kujikuta limelaza mbavu chini.
Kalenjin,Swahili,kikitinye tuyie eng' hotelit,Tulikuwa na mkutano katika hoteli.
Kalenjin,Swahili,Yu kokikiser kainetab sigikchi ,Hapa kumeandikwa jina la wazazi wake!
